rownum,site,latitude,longitude,building_type,roof_design,ceiling,occ_confirmed_by_owner,signs,sighted_heard,occ_bin,score
561,F,redacted,redacted,zmodern,triangle,Y,Y,NA,NA,0,0
562,F,redacted,redacted,zmodern,triangle,N,Y,Y,Y,1,5
563,F,redacted,redacted,zmodern,triangle,N,Y,NA,NA,1,4
564,F,redacted,redacted,zmodern,triangle,N,Y,NA,NA,1,4
565,F,redacted,redacted,zmodern,triangle,N,Y,NA,NA,1,4
566,F,redacted,redacted,zmodern,triangle,N,Y,NA,NA,1,4
567,F,redacted,redacted,zmodern,triangle,N,Y,NA,NA,1,4
568,F,redacted,redacted,zmodern,triangle,N,Y,NA,NA,1,4
569,F,redacted,redacted,zmodern,triangle,N,Y,NA,NA,1,4
570,F,redacted,redacted,zmodern,triangle,N,Y,N,N,0,0
571,F,redacted,redacted,zmodern,triangle,Y,Y,NA,NA,0,0
572,F,redacted,redacted,zmodern,triangle,N,Y,NA,NA,1,4
575,F,redacted,redacted,zmodern,triangle,N,N,NA,NA,0,2
576,F,redacted,redacted,zmodern,triangle,N,N,NA,NA,0,2
577,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
578,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
579,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
580,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
581,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
582,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
583,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
584,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
585,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
586,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
587,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
588,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
589,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
590,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
591,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
592,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
593,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
594,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
595,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
596,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
597,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
598,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
599,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
600,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
601,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
602,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
603,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
604,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
605,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
606,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
607,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
608,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
609,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
610,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
611,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
612,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
613,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
614,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
615,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
616,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
617,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
618,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
619,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
620,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
621,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
622,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
623,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
624,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
625,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
626,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
627,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
628,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
629,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
630,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
631,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
632,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
633,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
634,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
635,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
636,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
637,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
638,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
639,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
640,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
641,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
642,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
643,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
644,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
645,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
646,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
647,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
648,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
649,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
650,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
651,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
652,F,redacted,redacted,zmodern,triangle,NA,N,NA,NA,0,2
859,G,redacted,redacted,zmodern,triangle,Y,Y,Y,Y,1,5
860,G,redacted,redacted,zmodern,triangle,Y,Y,Y,Y,0,0
861,G,redacted,redacted,other,triangle,N,Y,NA,NA,1,3
862,G,redacted,redacted,zmodern,triangle,N,Y,Y,N,0,0
863,G,redacted,redacted,zmodern,triangle,N,Y,Y,N,1,5
865,G,redacted,redacted,other,other,N,N,N,N,0,0
866,G,redacted,redacted,other,other,N,N,N,N,0,0
867,G,redacted,redacted,other,other,N,N,N,N,0,0
868,G,redacted,redacted,other,triangle,N,N,N,N,0,1
869,G,redacted,redacted,other,other,N,N,N,N,0,0
872,G,redacted,redacted,zmodern,triangle,N,N,N,N,0,2
874,G,redacted,redacted,other,other,N,N,N,N,0,0
875,G,redacted,redacted,other,other,N,N,N,N,0,0
876,G,redacted,redacted,other,other,N,N,N,N,0,0
877,G,redacted,redacted,zmodern,triangle,N,N,N,NA,0,2
878,G,redacted,redacted,other,triangle,N,N,N,NA,0,1
887,G,redacted,redacted,other,triangle,N,N,NA,NA,0,1
888,G,redacted,redacted,zmodern,triangle,N,N,N,NA,0,2
894,G,redacted,redacted,other,triangle,N,NA,N,N,0,1
895,G,redacted,redacted,other,other,N,NA,N,NA,0,0
896,G,redacted,redacted,other,triangle,N,N,N,NA,0,1
897,G,redacted,redacted,other,other,N,N,N,NA,0,0
898,G,redacted,redacted,other,other,N,N,N,NA,0,0
901,G,redacted,redacted,other,other,N,N,N,NA,0,0
902,G,redacted,redacted,other,other,N,N,N,NA,0,0
904,G,redacted,redacted,other,triangle,N,N,N,NA,0,1
905,G,redacted,redacted,other,other,N,N,N,NA,0,0
906,G,redacted,redacted,other,other,N,N,N,NA,0,0
909,G,redacted,redacted,zmodern,triangle,Y,N,N,NA,0,3
910,G,redacted,redacted,other,triangle,N,N,N,NA,0,1
911,G,redacted,redacted,other,triangle,N,N,N,NA,0,1
912,G,redacted,redacted,other,other,N,NA,N,NA,0,0
915,G,redacted,redacted,other,triangle,N,N,N,NA,0,1
916,G,redacted,redacted,other,triangle,N,N,N,N,0,1
918,G,redacted,redacted,other,other,N,N,N,N,0,0
919,G,redacted,redacted,zmodern,triangle,N,N,N,NA,0,2
921,G,redacted,redacted,zmodern,triangle,N,N,NA,NA,0,2
922,G,redacted,redacted,zmodern,triangle,N,N,NA,NA,0,2
923,G,redacted,redacted,zmodern,other,N,N,NA,NA,0,1
924,G,redacted,redacted,other,other,N,N,N,NA,0,0
925,G,redacted,redacted,other,other,N,N,N,NA,0,0
927,G,redacted,redacted,other,other,N,N,N,NA,0,0
929,G,redacted,redacted,other,other,N,NA,N,NA,0,0
932,G,redacted,redacted,other,other,N,NA,N,N,0,0
933,G,redacted,redacted,other,triangle,N,N,N,N,0,1
935,G,redacted,redacted,zmodern,triangle,NA,NA,N,NA,0,2
936,G,redacted,redacted,other,triangle,N,N,N,N,0,1
938,G,redacted,redacted,other,triangle,N,N,N,N,0,1
939,G,redacted,redacted,other,triangle,N,NA,N,NA,0,1
940,G,redacted,redacted,other,triangle,N,NA,N,N,0,1
943,G,redacted,redacted,other,triangle,NA,N,NA,NA,0,1
870,G,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,0
871,G,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,1
883,G,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,2
891,G,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,0
893,G,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,1
944,H,redacted,redacted,other,triangle,N,NA,N,NA,0,1
945,H,redacted,redacted,zmodern,triangle,Y,Y,Y,Y,1,5
946,H,redacted,redacted,zmodern,triangle,N,Y,Y,N,1,5
947,H,redacted,redacted,zmodern,triangle,N,Y,Y,NA,1,5
949,H,redacted,redacted,zmodern,triangle,Y,Y,Y,Y,1,5
950,H,redacted,redacted,zmodern,triangle,N,N,Y,Y,1,5
951,H,redacted,redacted,other,triangle,N,Y,Y,Y,1,5
952,H,redacted,redacted,zmodern,triangle,N,Y,Y,Y,1,5
954,H,redacted,redacted,zmodern,triangle,N,Y,Y,N,1,5
957,H,redacted,redacted,other,triangle,N,Y,Y,N,0,0
958,H,redacted,redacted,zmodern,triangle,N,N,N,N,0,2
959,H,redacted,redacted,zmodern,triangle,N,N,N,N,0,2
960,H,redacted,redacted,other,triangle,N,N,N,N,0,1
961,H,redacted,redacted,other,other,N,NA,N,NA,0,0
962,H,redacted,redacted,other,other,N,NA,N,N,0,0
965,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
966,H,redacted,redacted,other,other,N,N,NA,NA,0,0
971,H,redacted,redacted,zmodern,triangle,N,N,NA,NA,0,2
972,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
975,H,redacted,redacted,other,other,N,N,NA,NA,0,0
976,H,redacted,redacted,other,other,N,N,NA,NA,0,0
977,H,redacted,redacted,other,triangle,N,N,NA,NA,0,1
980,H,redacted,redacted,other,triangle,N,N,NA,NA,0,1
981,H,redacted,redacted,other,triangle,N,N,NA,NA,0,1
984,H,redacted,redacted,other,other,N,NA,N,NA,0,0
985,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
986,H,redacted,redacted,other,triangle,N,NA,N,NA,0,1
989,H,redacted,redacted,other,triangle,N,NA,N,NA,0,1
990,H,redacted,redacted,other,other,N,N,N,NA,0,0
993,H,redacted,redacted,other,other,N,N,N,NA,0,0
994,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
995,H,redacted,redacted,other,other,N,N,NA,NA,0,1
997,H,redacted,redacted,other,other,N,N,N,NA,0,0
999,H,redacted,redacted,other,other,N,Y,N,N,1,2
1001,H,redacted,redacted,zmodern,triangle,N,N,N,NA,0,2
1004,H,redacted,redacted,other,triangle,N,N,NA,NA,0,1
1006,H,redacted,redacted,other,triangle,N,N,NA,NA,0,1
1008,H,redacted,redacted,other,other,N,N,N,N,0,0
1009,H,redacted,redacted,other,other,N,NA,N,N,0,0
1010,H,redacted,redacted,other,other,N,NA,N,N,0,0
1011,H,redacted,redacted,other,other,N,NA,N,N,0,0
1012,H,redacted,redacted,other,other,N,N,NA,NA,0,0
1013,H,redacted,redacted,other,other,N,N,N,NA,0,0
1014,H,redacted,redacted,other,other,N,N,N,NA,0,0
1015,H,redacted,redacted,other,triangle,N,N,N,N,0,1
1018,H,redacted,redacted,other,other,N,N,N,N,0,0
1021,H,redacted,redacted,other,other,N,NA,N,NA,0,0
1022,H,redacted,redacted,other,triangle,N,NA,N,N,0,1
1025,H,redacted,redacted,zmodern,triangle,Y,N,NA,NA,0,3
1026,H,redacted,redacted,other,triangle,N,N,NA,NA,0,1
1028,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
1029,H,redacted,redacted,other,other,N,N,N,NA,0,0
1031,H,redacted,redacted,other,other,N,N,NA,NA,0,0
1032,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
1033,H,redacted,redacted,other,other,N,N,N,NA,0,0
1036,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
1038,H,redacted,redacted,other,triangle,N,NA,N,N,0,1
1039,H,redacted,redacted,other,triangle,N,NA,N,N,0,1
1040,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
1042,H,redacted,redacted,zmodern,triangle,N,N,N,NA,0,2
1043,H,redacted,redacted,zmodern,other,N,N,N,NA,0,1
1044,H,redacted,redacted,zmodern,other,N,N,N,NA,0,1
1046,H,redacted,redacted,other,other,N,N,N,N,0,0
1048,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
1051,H,redacted,redacted,other,other,N,N,N,NA,0,0
1053,H,redacted,redacted,zmodern,triangle,Y,N,N,NA,0,3
1054,H,redacted,redacted,zmodern,triangle,Y,N,N,NA,0,3
1056,H,redacted,redacted,other,triangle,N,N,N,N,0,1
1057,H,redacted,redacted,zmodern,triangle,N,N,N,NA,0,2
1060,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
1061,H,redacted,redacted,other,other,N,N,N,NA,0,0
1063,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
1065,H,redacted,redacted,other,other,N,N,N,NA,0,0
1066,H,redacted,redacted,other,other,N,N,N,NA,0,0
1068,H,redacted,redacted,other,triangle,N,NA,N,N,0,1
1071,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
1072,H,redacted,redacted,other,other,N,N,N,NA,0,0
1073,H,redacted,redacted,zmodern,triangle,N,N,N,NA,0,2
1074,H,redacted,redacted,other,other,N,N,N,NA,0,0
1075,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
1078,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
1080,H,redacted,redacted,zmodern,other,N,N,N,NA,0,1
1082,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
1083,H,redacted,redacted,other,triangle,N,N,N,NA,0,1
1085,H,redacted,redacted,other,triangle,N,N,Y,N,1,3
1086,H,redacted,redacted,zmodern,triangle,Y,N,N,NA,0,3
1087,H,redacted,redacted,other,other,N,NA,N,NA,0,1
1088,H,redacted,redacted,other,triangle,N,NA,N,N,0,1
967,H,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,1
1070,H,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,0
436,I,redacted,redacted,zmodern,triangle,N,Y,Y,N,1,5
440,I,redacted,redacted,zmodern,triangle,N,NA,Y,N,1,4
442,I,redacted,redacted,other,triangle,N,NA,Y,N,1,3
443,I,redacted,redacted,zmodern,other,N,N,N,N,0,1
444,I,redacted,redacted,zmodern,triangle,N,N,N,N,0,2
446,I,redacted,redacted,zmodern,triangle,N,N,N,NA,0,2
447,I,redacted,redacted,zmodern,triangle,N,N,N,NA,0,2
448,I,redacted,redacted,zmodern,other,N,N,N,NA,0,1
449,I,redacted,redacted,zmodern,other,N,N,NA,NA,0,1
450,I,redacted,redacted,zmodern,other,N,N,NA,NA,0,1
451,I,redacted,redacted,zmodern,triangle,N,NA,N,N,0,2
453,I,redacted,redacted,zmodern,other,N,N,NA,NA,0,1
454,I,redacted,redacted,zmodern,other,N,N,NA,NA,0,1
455,I,redacted,redacted,zmodern,other,N,N,NA,NA,0,1
456,I,redacted,redacted,zmodern,triangle,N,N,NA,NA,0,2
458,I,redacted,redacted,zmodern,other,N,N,NA,NA,0,1
459,I,redacted,redacted,zmodern,other,N,N,NA,NA,0,1
461,I,redacted,redacted,other,other,N,N,NA,NA,0,0
462,I,redacted,redacted,other,other,N,N,NA,NA,0,0
464,I,redacted,redacted,other,other,N,N,NA,NA,0,0
465,I,redacted,redacted,other,triangle,N,N,NA,NA,0,1
466,I,redacted,redacted,other,triangle,N,N,NA,NA,0,1
467,I,redacted,redacted,other,other,N,N,NA,NA,0,0
470,I,redacted,redacted,other,triangle,N,N,NA,NA,0,1
472,I,redacted,redacted,other,other,N,N,NA,NA,0,0
473,I,redacted,redacted,other,other,N,N,NA,NA,0,0
474,I,redacted,redacted,other,other,N,N,N,NA,0,0
475,I,redacted,redacted,other,other,N,NA,N,NA,0,0
478,I,redacted,redacted,other,other,N,NA,N,NA,0,0
479,I,redacted,redacted,other,other,N,NA,N,NA,0,0
481,I,redacted,redacted,other,other,N,NA,N,NA,0,0
482,I,redacted,redacted,other,other,N,NA,N,NA,0,0
483,I,redacted,redacted,other,other,N,N,N,NA,0,0
484,I,redacted,redacted,other,other,N,N,N,NA,0,0
487,I,redacted,redacted,other,other,N,NA,N,N,0,0
488,I,redacted,redacted,zmodern,other,N,N,N,NA,0,1
490,I,redacted,redacted,zmodern,other,N,N,N,NA,0,1
491,I,redacted,redacted,zmodern,other,N,N,N,NA,0,1
494,I,redacted,redacted,other,other,N,N,N,NA,0,0
495,I,redacted,redacted,other,other,N,N,N,NA,0,0
496,I,redacted,redacted,other,other,N,N,N,NA,0,0
497,I,redacted,redacted,other,other,N,NA,N,NA,0,0
498,I,redacted,redacted,other,other,N,N,N,NA,0,0
499,I,redacted,redacted,other,other,N,N,N,N,0,0
501,I,redacted,redacted,other,other,N,N,N,NA,0,0
502,I,redacted,redacted,other,other,N,N,N,NA,0,0
504,I,redacted,redacted,other,other,N,N,N,NA,0,0
506,I,redacted,redacted,other,other,N,N,N,NA,0,0
507,I,redacted,redacted,other,triangle,N,N,N,NA,0,1
509,I,redacted,redacted,other,other,N,NA,N,NA,0,0
510,I,redacted,redacted,other,triangle,N,N,N,NA,0,1
511,I,redacted,redacted,other,other,N,N,N,NA,0,0
514,I,redacted,redacted,other,other,N,N,N,NA,0,0
517,I,redacted,redacted,other,other,N,N,N,NA,0,1
518,I,redacted,redacted,other,other,N,NA,N,NA,0,0
519,I,redacted,redacted,other,other,N,NA,N,NA,0,0
521,I,redacted,redacted,other,other,N,N,N,NA,0,0
522,I,redacted,redacted,other,other,N,NA,N,NA,0,0
523,I,redacted,redacted,other,triangle,N,N,N,NA,0,1
524,I,redacted,redacted,other,triangle,N,N,N,NA,0,1
525,I,redacted,redacted,other,triangle,N,N,N,NA,0,1
527,I,redacted,redacted,other,triangle,N,NA,N,NA,0,1
531,I,redacted,redacted,other,other,N,N,NA,NA,0,0
532,I,redacted,redacted,other,triangle,N,N,N,NA,0,1
533,I,redacted,redacted,other,triangle,N,N,N,NA,0,1
534,I,redacted,redacted,other,triangle,N,N,N,NA,0,1
537,I,redacted,redacted,other,other,N,N,N,NA,0,1
546,I,redacted,redacted,other,other,N,NA,N,NA,0,0
548,I,redacted,redacted,other,triangle,N,NA,N,NA,0,1
539,I,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,2
540,I,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,1
541,I,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,1
542,I,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,1
543,I,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,1
544,I,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,1
545,I,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,0
547,I,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,1
737,J,redacted,redacted,zmodern,triangle,Y,Y,Y,Y,1,5
739,J,redacted,redacted,other,other,N,Y,Y,N,1,4
740,J,redacted,redacted,zmodern,triangle,N,Y,Y,Y,1,5
741,J,redacted,redacted,zmodern,triangle,N,NA,Y,Y,1,5
743,J,redacted,redacted,zmodern,other,N,N,N,N,0,1
744,J,redacted,redacted,zmodern,other,N,N,N,N,0,1
745,J,redacted,redacted,other,other,N,N,N,N,0,0
747,J,redacted,redacted,other,triangle,N,N,N,N,0,1
748,J,redacted,redacted,other,other,N,NA,N,N,0,0
749,J,redacted,redacted,other,other,N,NA,N,NA,0,0
750,J,redacted,redacted,other,other,N,N,N,NA,0,0
751,J,redacted,redacted,other,triangle,N,N,N,NA,0,1
755,J,redacted,redacted,other,triangle,N,N,N,N,0,1
758,J,redacted,redacted,other,other,N,N,NA,NA,0,0
759,J,redacted,redacted,other,triangle,N,N,NA,NA,0,1
761,J,redacted,redacted,other,other,N,N,NA,NA,0,0
762,J,redacted,redacted,other,other,N,N,N,N,0,0
764,J,redacted,redacted,other,triangle,N,NA,N,NA,0,1
765,J,redacted,redacted,other,triangle,N,NA,N,NA,0,1
769,J,redacted,redacted,zmodern,triangle,N,N,N,N,0,2
771,J,redacted,redacted,other,other,N,N,N,NA,0,0
773,J,redacted,redacted,other,other,N,N,N,NA,0,0
775,J,redacted,redacted,other,triangle,N,N,N,NA,0,1
777,J,redacted,redacted,other,other,N,N,N,N,0,0
778,J,redacted,redacted,other,triangle,N,NA,N,N,0,1
779,J,redacted,redacted,other,triangle,N,NA,N,NA,0,1
783,J,redacted,redacted,other,other,N,NA,N,NA,0,0
791,J,redacted,redacted,other,triangle,N,N,N,NA,0,1
792,J,redacted,redacted,other,triangle,N,N,N,NA,0,1
793,J,redacted,redacted,other,triangle,N,N,N,NA,0,1
794,J,redacted,redacted,other,triangle,N,N,NA,NA,0,1
796,J,redacted,redacted,other,triangle,N,N,N,NA,0,1
799,J,redacted,redacted,other,other,N,NA,N,NA,0,0
800,J,redacted,redacted,other,other,N,N,N,N,0,0
802,J,redacted,redacted,other,other,N,N,N,NA,0,0
803,J,redacted,redacted,other,triangle,N,NA,N,N,0,1
805,J,redacted,redacted,other,other,N,N,N,NA,0,0
807,J,redacted,redacted,other,other,N,NA,N,NA,0,0
808,J,redacted,redacted,other,triangle,N,NA,N,N,0,1
809,J,redacted,redacted,other,triangle,N,N,N,N,0,1
810,J,redacted,redacted,other,triangle,N,N,NA,NA,0,1
811,J,redacted,redacted,other,other,N,NA,N,NA,0,0
812,J,redacted,redacted,other,other,N,N,N,NA,0,0
813,J,redacted,redacted,other,other,N,N,N,NA,0,0
816,J,redacted,redacted,other,other,N,NA,N,NA,0,0
817,J,redacted,redacted,other,triangle,N,NA,N,N,0,1
818,J,redacted,redacted,other,triangle,N,N,N,NA,0,1
819,J,redacted,redacted,other,triangle,N,N,N,NA,0,1
822,J,redacted,redacted,other,other,N,N,N,N,0,0
823,J,redacted,redacted,zmodern,triangle,N,N,N,N,0,2
824,J,redacted,redacted,other,other,N,NA,N,NA,0,0
825,J,redacted,redacted,other,other,N,NA,N,NA,0,0
826,J,redacted,redacted,other,triangle,N,NA,N,NA,0,1
829,J,redacted,redacted,other,other,N,N,N,NA,0,0
831,J,redacted,redacted,other,triangle,N,N,N,NA,0,1
833,J,redacted,redacted,other,triangle,N,N,N,NA,0,1
835,J,redacted,redacted,other,other,N,N,N,NA,0,0
837,J,redacted,redacted,other,triangle,N,N,N,NA,0,1
839,J,redacted,redacted,other,other,N,N,N,NA,0,0
840,J,redacted,redacted,other,triangle,N,N,N,NA,0,1
843,J,redacted,redacted,other,other,N,N,N,NA,0,0
844,J,redacted,redacted,other,triangle,N,NA,N,NA,0,1
845,J,redacted,redacted,other,triangle,N,NA,N,NA,0,1
846,J,redacted,redacted,other,triangle,N,NA,N,NA,0,1
848,J,redacted,redacted,other,triangle,N,NA,N,NA,0,1
849,J,redacted,redacted,other,other,N,N,N,N,0,0
850,J,redacted,redacted,other,other,N,N,N,N,0,0
851,J,redacted,redacted,other,other,N,N,N,NA,0,0
853,J,redacted,redacted,other,other,N,N,N,NA,0,0
854,J,redacted,redacted,other,triangle,N,N,N,N,0,1
855,J,redacted,redacted,other,triangle,N,NA,N,NA,0,1
856,J,redacted,redacted,other,triangle,N,NA,N,NA,0,1
857,J,redacted,redacted,other,other,N,NA,N,NA,0,0
753,J,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,0
836,J,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,0
858,J,redacted,redacted,NA,NA,NA,NA,NA,NA,NA,2
